document	simplification	labels
In 2005, Meissner became the second American woman to land the triple Axel jump in national competition.	In 2005, Meissner completed the triple Axel jump in a national competition. She was the second American woman to ever do so.	0.20466666666666666
Once inaugurated in January 2023, she will become the first female Governor of Massachusetts as well as the first openly lesbian woman and third openly LGBT person (after Kate Brown and Jared Polis) to take office as governor of a U.S. state.	In January 2023, she will be sworn in as the Governor of Massachusetts and will become the first female to do so. She is also the first openly lesbian and third openly LGBT person after Kate Brown and Jared Polis to be elected governor of a US state.	0.9633333333333333
"Aside from this, Cameron has often worked in Christian-themed productions, among them the post-Rapture films Left Behind: The Movie, Left Behind II: Tribulation Force, and Left Behind: World at War, in which he plays Cameron ""Buck"" Williams."	"Aside from this, Cameron has often worked in Christian-themed productions, among them the post-Rapture films Left Behind: the Movie, Left Behind II: Tribulation Force, and Left Behind: at World War, in which he plays Cameron ""Buck"" Williams."	0.8540000000000001
Shortly after attaining category 4 status, the outer convection of the hurricane became ragged.	, the convection became ragged.	0.37133333333333335
Thereafter the county's administration was conducted at Duns or Lauder until Greenlaw became the county town in 1596.	After the administration was done at Duns or Lauder until Greenlaw became the county town in 1596.	0.5526666667
This resulted in both Montenegro and Serbia becoming independent countries.	This caused both Montenegro and Serbia to become an independent country.	0.826
These works he produced and published himself, whilst his much larger woodcuts were mostly commissioned work.	These works he made and published himself and his much larger woodcuts were written work.	0.726
He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.	He became Prime Minister of Egypt between 1945 and 1946. he was again from 1946 to 1948.	0.8546666666666667
Once inaugurated in January 2023, she will become the first female Governor of Massachusetts as well as the first openly lesbian woman and third openly LGBT person (after Kate Brown and Jared Polis) to take office as governor of a U.S. state.	When she takes office in January 2023, she will be the first woman governor of Massachusetts and the first openly lesbian governor of any U.S. state. She will also be the first openly lesbian governor of any U.S. state.	1.0
The Creative Gene is an autobiographical book comprising a variety of short stories, essays, and anecdotes encompassing Kojima's life, many of which focus on the various pop culture media Kojima developed an adoration for and how they have impacted him.	The Creative Gene is a book written by Kojima about his life. It has several short stories and essays. Many of these talk about the pop culture media Kojima liked and how they changed his life.	0.8666666666666667
Jurisdiction draws its substance from public international law, conflict of laws, constitutional law and the powers of the executive and legislative branches of government to allocate resources to best serve the needs of its native society.	Jurisdiction draws its substance, conflict laws, and the powers of the executive and branches of government to allocate resources to serve the needs.	0.6253333333
A Morning Consult poll in mid-November 2022 found that only 28% of Americans supported having an impeachment investigation or investigations into Hunter Biden's business dealings to be a top congressional priority, though it also found more than half of self-identified Republicans supported it as a top congressional priority.	A tech company called Morning Consult conducted a poll in mid-November 2022. This poll found that only 28% of Americans thought it was important for congress to look into Hunter Biden’s business exchanges. However, the poll also found that more than half of Republicans thought it was important for congress to look into this issue.	0.92
England are the reigning T20 World Cup holders, having beaten Pakistan in the 2022 final, winning their second title.	The current T20 World Cup holder is England.	0.7633333333333333
He died on May 29, 1518 in Madrid, Spain and was buried in the church of San Benito d'Alcantara.	He died, and was buried '.	0.722
Repeatedly besieged during the War of Restoration of Independence, it was during the siege of the city of Elvas, led by the Spanish commander Don Luis de Haro in 1658, that the fort stood out for its defenders' heroic resistance.	Repeatedly attacked during the War of Restoration of Independence, it was during the attack on the city of Elvas that the fort stood out for its heroic resistance.	0.9666666666666667
